,Event,Height,BMI,Age,GDP,x,y
93,Football Men's Football,-0.07838690804043678,-0.28671536306634654,-1.1439269141781625,-0.5741323519578774,-1.3277776097328717,0.0028391767802469557
94,Golf Men's Individual,0.19157881385944145,0.1981826862812856,1.4844203288161961,3.036359831096667,3.4230317964944716,-0.35946736250031397
95,Gymnastics Men's Floor Exercise,-1.428215517539828,-0.5475635286746232,-0.8518883316232337,-0.5741323519578774,-1.3687116548269735,1.3600532599357968
96,Gymnastics Men's Horizontal Bar,-1.428215517539828,-0.5475635286746232,-0.8518883316232337,-0.5741323519578774,-1.3687116548182003,1.3600532599426756
97,Gymnastics Men's Horse Vault,-1.428215517539828,-0.5475635286746232,-0.8518883316232337,-0.6065939065110092,-1.3816737696320778,1.361968583892316
98,Gymnastics Men's Individual All-Around,-1.428215517539828,-0.5513411527475124,-0.8518883316232337,-0.5823710048058793,-1.3725650650725363,1.3614213211618935
99,Gymnastics Men's Parallel Bars,-1.428215517539828,-0.5706128307379893,-0.8518883316232337,-0.5741323519578774,-1.3726366536755725,1.3664515449378687
100,Gymnastics Men's Pommelled Horse,-1.428215517539828,-0.5706128307379893,-0.8518883316232337,-0.5741323519578774,-1.3726366536773977,1.3664515449365382
101,Gymnastics Men's Rings,-1.428215517539828,-0.5397965442733051,-0.8518883316232337,-0.5741323519578774,-1.367352270819204,1.3580077960178694
102,Gymnastics Men's Team All-Around,-1.5631983784897672,-0.575115507989516,-0.8518883316232337,-0.5884694024478727,-1.4141297495953276,1.4863676157759083
103,Handball Men's Handball,1.4064245624088936,0.3592628446306378,0.3162659985964812,0.11918706281790406,0.44014242418988603,-1.2341618762624864
104,Hockey Men's Hockey,-0.2133697689903759,-0.18480522385082726,-0.2678111665133762,-0.5671886753485883,-0.5615489022314956,0.3263920456881094
105,Judo Men's Extra-Lightweight,-1.6981812394397062,-0.6182964086947489,-0.559849749068305,-0.3013771955918194,-1.1223218756344724,1.6684202574708413
106,Judo Men's Half-Heavyweight,0.866493118609137,1.5507868446736455,0.024227416041552485,-0.3508934175420406,0.12131409436333257,-1.805300244277979
107,Judo Men's Half-Lightweight,-1.1582497956399498,-0.2910452589367499,-0.2678111665133762,-0.16921050880291283,-0.5999254537954413,1.164505785338329
108,Judo Men's Half-Middleweight,-0.07838690804043678,0.3445194169199204,-0.2678111665133762,-0.3750431173945048,-0.35903161673887146,-0.054721109715394026
109,Judo Men's Heavyweight,1.4064245624088936,3.2573625552245233,0.3162659985964812,-0.5369118372442797,0.2693922622292076,-3.6594918735368913
110,Judo Men's Lightweight,-0.7533012127901324,-0.032331738450305764,-0.2678111665133762,-0.5191216267890928,-0.5999225880537756,0.766081803081598
