Event,Sex,Age,Height,Weight,GDP
Shooting Women's Skeet,F,31.74390243902439,166.28048780487805,23.519250398096236,23769.13740861279
"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",F,27.36,164.20615384615385,21.968971304349466,19019.295834557135
"Shooting Women's Sporting Pistol, 25 metres",F,31.093939393939394,164.62727272727273,22.58242647963457,15340.769316810367
Shooting Women's Trap,F,33.364583333333336,168.3125,23.813536670456738,28408.528973554185
Softball Women's Softball,F,26.22902494331066,169.42857142857142,23.454671549817704,26793.63789743861
"Swimming Men's 1,500 metres Freestyle",M,20.17633410672854,182.4385150812065,22.425811156762098,13573.010143306672
Swimming Men's 10 kilometres Open Water,M,25.87837837837838,182.44594594594594,23.083096466452695,25910.550272841578
Swimming Men's 100 metres Backstroke,M,21.005545286506468,184.8022181146026,22.538815557797218,13197.389912109935
Swimming Men's 100 metres Breaststroke,M,21.98090277777778,183.51388888888889,23.071660794871182,15597.672538244162
Swimming Men's 100 metres Butterfly,M,21.8578856152513,183.25129982668977,23.032952112387097,13693.379230307508
Swimming Men's 100 metres Freestyle,M,21.640449438202246,185.67540574282148,22.982954955522196,12198.60877733087
Swimming Men's 200 metres Backstroke,M,20.81578947368421,184.36622807017545,22.4434664810875,13941.067148664313
Swimming Men's 200 metres Breaststroke,M,21.56987295825771,182.18330308529946,23.045082028415486,14488.075420995572
Swimming Men's 200 metres Butterfly,M,20.983367983367984,181.04158004158003,22.864061680470652,12853.321168569759
Swimming Men's 200 metres Freestyle,M,20.98141891891892,185.83783783783784,22.862793686794205,14903.627426272822
Swimming Men's 200 metres Individual Medley,M,21.554603854389722,183.78372591006425,22.86114636479277,15131.885638032094
Swimming Men's 4 x 100 metres Freestyle Relay,M,22.34526558891455,187.66859122401848,23.05917322097667,17162.753532906798
Swimming Men's 4 x 100 metres Medley Relay,M,21.658536585365855,184.9834494773519,23.096548939066555,14594.439930753118
Swimming Men's 4 x 200 metres Freestyle Relay,M,21.393908629441626,185.72893401015227,22.841247814470737,16303.448168652743
Swimming Men's 400 metres Freestyle,M,20.494565217391305,183.39492753623188,22.76570357835851,13384.535280461669
Swimming Men's 400 metres Individual Medley,M,20.75121951219512,182.68048780487806,22.56754269381452,15174.985968588855
Swimming Men's 50 metres Freestyle,M,22.912175648702593,186.42914171656687,22.967264527390633,14889.68000219183
Swimming Women's 10 kilometres Open Water,F,23.893333333333334,170.22666666666666,21.079372637489158,27324.444934733532
Swimming Women's 100 metres Backstroke,F,19.015122873345934,172.21361058601136,20.816129520998956,14785.605928241912
Swimming Women's 100 metres Breaststroke,F,19.534552845528456,169.9979674796748,20.877776475500013,15883.01193763142
Swimming Women's 100 metres Butterfly,F,19.69811320754717,169.46415094339622,21.013746417493923,15797.17811097875
Swimming Women's 100 metres Freestyle,F,19.396656534954406,171.6595744680851,20.944602898299735,13172.986504981693
Swimming Women's 200 metres Backstroke,F,18.964194373401533,172.74168797953965,20.711515736611126,16013.449705870458
Swimming Women's 200 metres Breaststroke,F,19.23109243697479,169.9327731092437,20.967866130777647,14392.53474386432
Swimming Women's 200 metres Butterfly,F,19.478632478632477,168.94871794871796,20.87954736549036,17468.42854156972
Swimming Women's 200 metres Freestyle,F,19.23695652173913,172.54565217391306,20.750547645480214,16435.202982148152
Swimming Women's 200 metres Individual Medley,F,19.738341968911918,170.84715025906735,20.83743133750161,16985.867217041556
Swimming Women's 4 x 100 metres Freestyle Relay,F,19.787845303867403,173.14917127071823,20.877743814499823,18325.743712561656
Swimming Women's 4 x 100 metres Medley Relay,F,19.665346534653466,172.0089108910891,20.90635352746436,18032.4186976608
Swimming Women's 4 x 200 metres Freestyle Relay,F,20.76027397260274,174.90182648401827,20.78171582190276,29697.92902206834
Swimming Women's 400 metres Freestyle,F,18.713004484304932,170.95515695067266,20.703198122216296,15314.304492930136
Swimming Women's 400 metres Individual Medley,F,19.170666666666666,169.856,20.830227118780893,15823.24860441121
Swimming Women's 50 metres Freestyle,F,20.866935483870968,172.34274193548387,21.065794724301945,17609.894979347493
Swimming Women's 800 metres Freestyle,F,18.73780487804878,171.15548780487805,20.601563547961128,18387.769188486665
Synchronized Swimming Women's Duet,F,22.54517133956386,168.7196261682243,19.522426170837175,20993.570739061994
Synchronized Swimming Women's Solo,F,20.784,167.816,19.71081347961082,14703.627906890504
Synchronized Swimming Women's Team,F,22.965260545905707,168.51612903225808,19.775215603604124,24283.942383495407
Table Tennis Men's Doubles,M,26.572953736654803,176.34875444839858,22.6426776452047,16610.09492347872
Table Tennis Men's Singles,M,27.491803278688526,177.16803278688525,22.80342758789942,19521.533084487943
Table Tennis Men's Team,M,27.88888888888889,177.52777777777777,22.724049077426816,32650.97582380728
Table Tennis Women's Doubles,F,25.117886178861788,164.95934959349594,21.301539060324938,15583.768261435183
Table Tennis Women's Singles,F,26.334056399132322,165.05422993492408,21.325790162270653,19106.13774619374
Table Tennis Women's Team,F,26.26896551724138,165.04827586206898,20.96495171574346,31395.019130709657
Taekwondo Men's Featherweight,M,23.776315789473685,179.0921052631579,21.264351664694114,16092.170776763573
Taekwondo Men's Flyweight,M,23.051948051948052,173.75324675324674,19.558050998441978,15368.41659250981
Taekwondo Men's Heavyweight,M,26.30666666666667,191.37333333333333,25.214735246002235,13958.897184539233
Taekwondo Men's Welterweight,M,25.641025641025642,185.60256410256412,23.204153131825638,17418.258412092477
Taekwondo Women's Featherweight,F,23.301369863013697,168.6986301369863,20.105962008085918,18511.276305022246
Taekwondo Women's Flyweight,F,22.383561643835616,164.06849315068493,18.451719537399125,15974.757256855199
Taekwondo Women's Heavyweight,F,24.04225352112676,176.81690140845072,23.07287471509694,16788.24390299885
Taekwondo Women's Welterweight,F,24.068493150684933,173.65753424657535,21.966816547071375,23315.684455406965
Tennis Men's Doubles,M,26.532494758909852,185.1320754716981,23.09130009915617,20042.334669439853
Tennis Men's Singles,M,25.169322709163346,184.8386454183267,22.931695180105677,21224.510594775384
Tennis Mixed Doubles,F,27.0,174.51612903225808,20.953684413212056,31693.03325946893
Tennis Mixed Doubles,M,31.483870967741936,188.1290322580645,23.41835866932637,31693.03325946893
Tennis Women's Doubles,F,24.473094170403588,172.36322869955157,20.882866165092235,20380.697114477305
Tennis Women's Singles,F,23.59259259259259,172.32921810699588,20.85434688612593,20806.94858068932
Trampolining Men's Individual,M,24.7972972972973,171.45945945945945,22.371863613772522,27165.099781949866
Trampolining Women's Individual,F,25.533333333333335,161.73333333333332,20.23761064396444,22155.085839061565
Triathlon Men's Olympic Distance,M,27.852272727272727,180.1969696969697,21.171699403279455,30194.39521544012
Triathlon Women's Olympic Distance,F,27.946360153256705,166.97318007662835,19.605901877868654,32528.567015277393
Volleyball Men's Volleyball,M,25.87909604519774,193.26553672316385,23.25359467098613,11725.926791912882
Volleyball Women's Volleyball,F,24.48494983277592,179.49498327759198,21.51561393981473,12396.173914799236
Water Polo Men's Water Polo,M,25.861717612809315,187.12081513828238,24.962538371501644,12610.243432921394
Water Polo Women's Water Polo,F,25.16188524590164,175.56352459016392,22.738121273872494,26570.24650135301
Weightlifting Men's Bantamweight,M,24.87544483985765,157.4982206405694,22.78241147737527,6870.094834518379
Weightlifting Men's Featherweight,M,25.5,160.54744525547446,23.78933464443777,5856.5751466558895
Weightlifting Men's Flyweight,M,24.796747967479675,155.3658536585366,22.164620792072746,4569.611226297229
Weightlifting Men's Heavyweight,M,26.47938144329897,179.72164948453607,34.05581942373727,6537.867905783002
Weightlifting Men's Heavyweight I,M,25.49367088607595,176.7594936708861,31.99685281187232,11109.44793162012
Weightlifting Men's Heavyweight II,M,26.08,180.66666666666666,33.29933351285417,11338.262861033576
Weightlifting Men's Light-Heavyweight,M,25.678321678321677,171.65734265734267,28.407084094440208,7495.595179136219
Weightlifting Men's Lightweight,M,25.16887417218543,164.7814569536424,25.240714790840972,7261.736848086359
Weightlifting Men's Middle-Heavyweight,M,25.561461794019934,174.58803986710964,30.03514636974331,7354.465923527737
Weightlifting Men's Middleweight,M,24.829710144927535,168.981884057971,26.69288955548425,7668.898073739106
Weightlifting Men's Super-Heavyweight,M,26.74175824175824,184.4835164835165,40.101219930063564,12569.495126750062
Weightlifting Women's Featherweight,F,24.275862068965516,155.60344827586206,21.97812919201726,13864.126452702114
Weightlifting Women's Flyweight,F,24.106060606060606,150.53030303030303,21.33304592575512,16128.243099714238
Weightlifting Women's Heavyweight,F,24.238805970149254,165.97014925373134,27.41276502848362,12083.799025359795
Weightlifting Women's Light-Heavyweight,F,23.647058823529413,162.55882352941177,26.1144332036378,9165.398214013296
Weightlifting Women's Lightweight,F,24.025641025641026,157.48717948717947,23.443129242359344,12922.948542405917
Weightlifting Women's Middleweight,F,24.4,161.15,24.32641849242111,15215.337065571086
Weightlifting Women's Super-Heavyweight,F,23.634920634920636,170.28571428571428,37.456722534405806,14687.267462943732
"Wrestling Men's Bantamweight, Freestyle",M,24.791044776119403,164.09452736318408,21.651418312812023,4605.752699194516
"Wrestling Men's Bantamweight, Greco-Roman",M,25.158653846153847,164.05769230769232,21.618889645206046,5238.864877730709
"Wrestling Men's Featherweight, Freestyle",M,24.85472972972973,166.05743243243242,22.377053494342437,7335.875083219361
"Wrestling Men's Featherweight, Greco-Roman",M,25.418772563176894,165.4765342960289,22.475251211514088,7582.355472674054
"Wrestling Men's Flyweight, Freestyle",M,24.05945945945946,160.4162162162162,20.806601520092855,4271.333845680792
"Wrestling Men's Flyweight, Greco-Roman",M,24.4,159.93125,20.946839586627092,4576.191678439767
"Wrestling Men's Heavyweight, Freestyle",M,27.213709677419356,183.3548387096774,29.74188329936383,7368.956844708975
"Wrestling Men's Heavyweight, Greco-Roman",M,26.86725663716814,184.9070796460177,29.559732274535964,9034.140277644554
"Wrestling Men's Light-Flyweight, Freestyle",M,23.73404255319149,156.35106382978722,20.40564181715085,5985.197723839979
"Wrestling Men's Light-Flyweight, Greco-Roman",M,23.980582524271846,157.2621359223301,20.25050433107625,7280.927244211972
"Wrestling Men's Light-Heavyweight, Freestyle",M,26.141304347826086,179.92753623188406,27.680356624716463,7588.509217541879
"Wrestling Men's Light-Heavyweight, Greco-Roman",M,26.45136186770428,181.49027237354085,27.1483674062393,10102.456805930527
"Wrestling Men's Lightweight, Freestyle",M,25.189003436426116,169.68041237113403,23.415026914930568,7081.45482224654
"Wrestling Men's Lightweight, Greco-Roman",M,25.568265682656826,169.77121771217713,23.335691539413002,8349.620600379676
"Wrestling Men's Middleweight, Freestyle",M,25.943661971830984,176.53521126760563,26.011226754822328,7976.690507554786
"Wrestling Men's Middleweight, Greco-Roman",M,26.082089552238806,177.13059701492537,25.766474344760123,9589.911813141043
"Wrestling Men's Super-Heavyweight, Freestyle",M,26.756613756613756,187.3862433862434,33.89942386226006,8654.242976954369
"Wrestling Men's Super-Heavyweight, Greco-Roman",M,26.736263736263737,188.97252747252747,34.28562750065601,11408.828697321114
"Wrestling Men's Welterweight, Freestyle",M,25.66778523489933,172.88590604026845,24.317025521933505,7487.2281770169975
"Wrestling Men's Welterweight, Greco-Roman",M,25.98168498168498,173.0952380952381,24.421965567431677,8749.360913546843
"Wrestling Women's Featherweight, Freestyle",F,26.0,162.47368421052633,20.569088896864095,16785.398885862833
"Wrestling Women's Flyweight, Freestyle",F,24.897058823529413,156.01470588235293,20.025891694969854,17970.45165061783
"Wrestling Women's Heavyweight, Freestyle",F,25.84375,170.890625,25.153738623869245,20452.545800064603
"Wrestling Women's Light-Heavyweight, Freestyle",F,24.77777777777778,169.27777777777777,24.37534435883633,23075.143149387815
"Wrestling Women's Lightweight, Freestyle",F,25.104477611940297,162.53731343283582,21.56677583365999,18346.558035633574
"Wrestling Women's Middleweight, Freestyle",F,25.37313432835821,165.40298507462686,23.235209942529536,18618.115294373856
